Year,Date,Hourly Demand Met (in MW)
2018,27-Jun 11am,148076.32
2018,27-Jun 12pm,148497.93
2018,27-Jun 1pm,148366.81
2018,27-Jun 2pm,151502.11
2018,27-Jun 3pm,151556.62
2018,27-Jun 4pm,148673.05
2018,27-Jun 5pm,145728.04
2018,27-Jun 6pm,146247.05
2018,27-Jun 7pm,154491.33
2018,27-Jun 8pm,157240.78
2018,27-Jun 9pm,156149.14
2018,27-Jun 10pm,154031.16
2018,27-Jun 11pm,149334.58
2018,28-Jun 12am,145273.14
2018,28-Jun 1am,140145.87
2018,28-Jun 2am,134514.67
2018,28-Jun 3am,130404.54
2018,28-Jun 4am,128651.24
2018,28-Jun 5am,130885.77
2018,28-Jun 6am,133605.83
2018,28-Jun 7am,136379.54
2018,28-Jun 8am,136740.39
2018,28-Jun 9am,138313.33
2018,28-Jun 10am,140607.07
2018,28-Jun 11am,141582.91
2018,28-Jun 12pm,141467.91
2018,28-Jun 1pm,139760.7
2018,28-Jun 2pm,141238.48
2018,28-Jun 3pm,141514.56
2018,28-Jun 4pm,140720.92
2018,28-Jun 5pm,140041.61
2018,28-Jun 6pm,141557.05
2018,28-Jun 7pm,150076.58
2018,28-Jun 8pm,151762.31
2018,28-Jun 9pm,150025.4
2018,28-Jun 10pm,148352.78
2018,28-Jun 11pm,145383.5
2018,29-Jun 12am,141690.21
2018,29-Jun 1am,138440.98
2018,29-Jun 2am,135184.29
2018,29-Jun 3am,132819.77
2018,29-Jun 4am,131876.51
2018,29-Jun 5am,132572.67
2018,29-Jun 6am,134756.35
2018,29-Jun 7am,137214.29
2018,29-Jun 8am,138350.42
2018,29-Jun 9am,141382.83
2018,29-Jun 10am,143883.23
2018,29-Jun 11am,144755.2
2018,29-Jun 12pm,145176.35
2018,29-Jun 1pm,144106.67
2018,29-Jun 2pm,145805.19
2018,29-Jun 3pm,146269.92
2018,29-Jun 4pm,145278.89
2018,29-Jun 5pm,142713.26
2018,29-Jun 6pm,142794.93
2018,29-Jun 7pm,152246.41
2018,29-Jun 8pm,155030.38
2018,29-Jun 9pm,154015.82
2018,29-Jun 10pm,152487.66
2018,29-Jun 11pm,149458.03
2018,30-Jun 12am,144699.17
2018,30-Jun 1am,142683.03
2018,30-Jun 2am,140167.85
2018,30-Jun 3am,138085.42
2018,30-Jun 4am,137952.98
2018,30-Jun 5am,138726.75
2018,30-Jun 6am,139675.24
2018,30-Jun 7am,139832.26
2018,30-Jun 8am,141338.7
2018,30-Jun 9am,145296.89
2018,30-Jun 10am,147035.03
2018,30-Jun 11am,147846.35
2018,30-Jun 12pm,149094.6
2018,30-Jun 1pm,149198.76
2018,30-Jun 2pm,150814.71
2018,30-Jun 3pm,150128.85
2018,30-Jun 4pm,148665.62
2018,30-Jun 5pm,146500.48
2018,30-Jun 6pm,146659.01
2018,30-Jun 7pm,155416.1
2018,30-Jun 8pm,158362.64
2018,30-Jun 9pm,157495.64
2018,30-Jun 10pm,155931.49
2018,30-Jun 11pm,153543.44
2018,01-Jul 12am,149981.2
2018,01-Jul 1am,146681.79
2018,01-Jul 2am,144637.06
2018,01-Jul 3am,142502.45
2018,01-Jul 4am,141098.19
2018,01-Jul 5am,141534.55
2018,01-Jul 6am,141402.81
2018,01-Jul 7am,140816.36
2018,01-Jul 8am,138896.41
2018,01-Jul 9am,139104.55
2018,01-Jul 10am,138488.16
2018,01-Jul 11am,139506.51
2018,01-Jul 12pm,139307.86
2018,01-Jul 1pm,138136.16
2018,01-Jul 2pm,140494.84
2018,01-Jul 3pm,141323.04
2018,01-Jul 4pm,139824.02
2018,01-Jul 5pm,139101.36
2018,01-Jul 6pm,140085.03
2018,01-Jul 7pm,149284.05
2018,01-Jul 8pm,154573.78
2018,01-Jul 9pm,155046.54
2018,01-Jul 10pm,154803.48
2018,01-Jul 11pm,152826.28
2018,02-Jul 12am,149010.75
2018,02-Jul 1am,145642.51
2018,02-Jul 2am,142532.38
2018,02-Jul 3am,140157.54
2018,02-Jul 4am,139423.82
2018,02-Jul 5am,140765.64
2018,02-Jul 6am,142474.51
2018,02-Jul 7am,143308.05
2018,02-Jul 8am,142990.4
2018,02-Jul 9am,145806.84
2018,02-Jul 10am,147963.39
2018,02-Jul 11am,148850.25
2018,02-Jul 12pm,149003.46
2018,02-Jul 1pm,148462.01
2018,02-Jul 2pm,151147.07
2018,02-Jul 3pm,152621.19
2018,02-Jul 4pm,151498.47
2018,02-Jul 5pm,149117.73
2018,02-Jul 6pm,148930.29
2018,02-Jul 7pm,156587.9
2018,02-Jul 8pm,157590.12
2018,02-Jul 9pm,156919.33
2018,02-Jul 10pm,154901.4
2018,02-Jul 11pm,152360.08
2018,03-Jul 12am,148552.37
2018,03-Jul 1am,143802.04
2018,03-Jul 2am,139129.07
2018,03-Jul 3am,135518.3
2018,03-Jul 4am,133508.37
2018,03-Jul 5am,134030.81
2018,03-Jul 6am,137217.85
2018,03-Jul 7am,138842.7
2018,03-Jul 8am,138931.14
2018,03-Jul 9am,141297.36
2018,03-Jul 10am,144308.9
2018,03-Jul 11am,145214.71
2018,03-Jul 12pm,144332.81
2018,03-Jul 1pm,143880.45
2018,03-Jul 2pm,146485.49
2018,03-Jul 3pm,146939.5
2018,03-Jul 4pm,144727.87
2018,03-Jul 5pm,143580.75
2018,03-Jul 6pm,144133.96
2018,03-Jul 7pm,153495.66
2018,03-Jul 8pm,157302.65
2018,03-Jul 9pm,156994.56
2018,03-Jul 10pm,156160.04
2018,03-Jul 11pm,152589.05
2018,04-Jul 12am,148744.38
2018,04-Jul 1am,144342.66
2018,04-Jul 2am,139273.17
2018,04-Jul 3am,134977.43
2018,04-Jul 4am,132472.88
2018,04-Jul 5am,132989.76
2018,04-Jul 6am,136875.77
2018,04-Jul 7am,139133.96
2018,04-Jul 8am,139274.13
2018,04-Jul 9am,141116.02
2018,04-Jul 10am,141963.9
2018,04-Jul 11am,141779.04
2018,04-Jul 12pm,142272.8
2018,04-Jul 1pm,140291.63
2018,04-Jul 2pm,143363.87
2018,04-Jul 3pm,145392.59
2018,04-Jul 4pm,144074.08
2018,04-Jul 5pm,143331.3
2018,04-Jul 6pm,144108.59
2018,04-Jul 7pm,153166.74
2018,04-Jul 8pm,157866.02
2018,04-Jul 9pm,157495.82
2018,04-Jul 10pm,156134.65
2018,04-Jul 11pm,152203.65
2018,05-Jul 12am,147916.68
2018,05-Jul 1am,144999.71
2018,05-Jul 2am,141661.0
2018,05-Jul 3am,139017.75
2018,05-Jul 4am,138087.2
2018,05-Jul 5am,139460.49
2018,05-Jul 6am,143588.91
2018,05-Jul 7am,145231.28
2018,05-Jul 8am,144046.44
2018,05-Jul 9am,141547.05
2018,05-Jul 10am,146630.97
2018,05-Jul 11am,148970.07
2018,05-Jul 12pm,149238.86
2018,05-Jul 1pm,148641.42
2018,05-Jul 2pm,150235.25
2018,05-Jul 3pm,150796.14
2018,05-Jul 4pm,147359.98
2018,05-Jul 5pm,147718.56
2018,05-Jul 6pm,147723.96
2018,05-Jul 7pm,157642.99
2018,05-Jul 8pm,160958.38
2018,05-Jul 9pm,160070.5
2018,05-Jul 10pm,158904.79
2018,05-Jul 11pm,155852.1
2018,06-Jul 12am,151042.98
2018,06-Jul 1am,147348.59
2018,06-Jul 2am,144610.96
2018,06-Jul 3am,142696.52
2018,06-Jul 4am,142550.33
2018,06-Jul 5am,143776.03
2018,06-Jul 6am,146575.39
2018,06-Jul 7am,149536.9
2018,06-Jul 8am,150069.23
2018,06-Jul 9am,152864.17
2018,06-Jul 10am,154621.66
2018,06-Jul 11am,155059.31
2018,06-Jul 12pm,154230.34
2018,06-Jul 1pm,153000.82
2018,06-Jul 2pm,154613.36
2018,06-Jul 3pm,153883.68
2018,06-Jul 4pm,152042.58
2018,06-Jul 5pm,152419.32
2018,06-Jul 6pm,152392.71
2018,06-Jul 7pm,160841.7
2018,06-Jul 8pm,163882.74
2018,06-Jul 9pm,163276.98
2018,06-Jul 10pm,162298.65
2018,06-Jul 11pm,159320.74
2018,07-Jul 12am,156209.74
2018,07-Jul 1am,152436.09
2018,07-Jul 2am,149400.14
2018,07-Jul 3am,147276.06
2018,07-Jul 4am,146962.4
2018,07-Jul 5am,148363.73
2018,07-Jul 6am,150830.59
2018,07-Jul 7am,152812.01
2018,07-Jul 8am,153684.27
2018,07-Jul 9am,154915.31
2018,07-Jul 10am,156600.65
2018,07-Jul 11am,156439.72
2018,07-Jul 12pm,156764.62
2018,07-Jul 1pm,155808.65
2018,07-Jul 2pm,157217.87
2018,07-Jul 3pm,157591.89
2018,07-Jul 4pm,155291.58
2018,07-Jul 5pm,153606.65
2018,07-Jul 6pm,153548.66
2018,07-Jul 7pm,160753.81
2018,07-Jul 8pm,162942.18
2018,07-Jul 9pm,162067.16
2018,07-Jul 10pm,160065.82
2018,07-Jul 11pm,157748.49
2018,08-Jul 12am,154740.43
2018,08-Jul 1am,152358.63
2018,08-Jul 2am,150031.54
2018,08-Jul 3am,148256.42
2018,08-Jul 4am,147114.88
2018,08-Jul 5am,147115.89
2018,08-Jul 6am,146989.6
2018,08-Jul 7am,147775.72
2018,08-Jul 8am,147850.58
2018,08-Jul 9am,149245.18
2018,08-Jul 10am,150147.58
2018,08-Jul 11am,150415.8
2018,08-Jul 12pm,150193.48
2018,08-Jul 1pm,149379.18
2018,08-Jul 2pm,149878.36
2018,08-Jul 3pm,148542.85
2018,08-Jul 4pm,146060.29
2018,08-Jul 5pm,143157.44
2018,08-Jul 6pm,143458.14
2018,08-Jul 7pm,152641.49
2018,08-Jul 8pm,158028.66
2018,08-Jul 9pm,159298.63
2018,08-Jul 10pm,158868.34
2018,08-Jul 11pm,155799.6
2018,09-Jul 12am,152814.05
2018,09-Jul 1am,150612.21
2018,09-Jul 2am,148345.9
2018,09-Jul 3am,146961.64
2018,09-Jul 4am,146603.31
2018,09-Jul 5am,146475.44
2018,09-Jul 6am,148562.81
2018,09-Jul 7am,150655.96
2018,09-Jul 8am,152821.61
2018,09-Jul 9am,155688.02
2018,09-Jul 10am,157558.57
2018,09-Jul 11am,158840.53
2018,09-Jul 12pm,159299.57
2018,09-Jul 1pm,158493.0
2018,09-Jul 2pm,159619.0
2018,09-Jul 3pm,159617.67
2018,09-Jul 4pm,157613.91
2018,09-Jul 5pm,154090.53
2018,09-Jul 6pm,154191.71
2018,09-Jul 7pm,161716.57
2018,09-Jul 8pm,164004.52
2018,09-Jul 9pm,163268.5
2018,09-Jul 10pm,161926.1
2018,09-Jul 11pm,157730.6
2018,10-Jul 12am,155078.55
2018,10-Jul 1am,152635.11
2018,10-Jul 2am,150607.94
2018,10-Jul 3am,149431.17
2018,10-Jul 4am,148293.41
2018,10-Jul 5am,148156.69
2018,10-Jul 6am,150373.16
2018,10-Jul 7am,153374.6
2018,10-Jul 8am,155124.66
2018,10-Jul 9am,156689.4
2018,10-Jul 10am,157355.2
2018,10-Jul 11am,158045.56
2018,10-Jul 12pm,157238.56
2018,10-Jul 1pm,156126.93
2018,10-Jul 2pm,157858.6
2018,10-Jul 3pm,157816.67
2018,10-Jul 4pm,156124.57
2018,10-Jul 5pm,154939.83
2018,10-Jul 6pm,156050.33
2018,10-Jul 7pm,164060.91
2018,10-Jul 8pm,165768.68
2018,10-Jul 9pm,165309.6
2018,10-Jul 10pm,163064.5
2018,10-Jul 11pm,160247.06
2018,11-Jul 12am,156716.7
2018,11-Jul 1am,154035.58
2018,11-Jul 2am,151523.03
2018,11-Jul 3am,150000.92
2018,11-Jul 4am,148746.97
2018,11-Jul 5am,149442.27
2018,11-Jul 6am,151359.2
2018,11-Jul 7am,153186.92
2018,11-Jul 8am,152758.9
2018,11-Jul 9am,154451.2
2018,11-Jul 10am,155796.08
2018,11-Jul 11am,156036.81
2018,11-Jul 12pm,155262.36
2018,11-Jul 1pm,152147.97
2018,11-Jul 2pm,153913.05
2018,11-Jul 3pm,153849.32
2018,11-Jul 4pm,152779.64
2018,11-Jul 5pm,151062.61
2018,11-Jul 6pm,151094.56
2018,11-Jul 7pm,159161.37
2018,11-Jul 8pm,162060.92
2018,11-Jul 9pm,160450.66
2018,11-Jul 10pm,158330.72
2018,11-Jul 11pm,154881.38
2018,12-Jul 12am,151707.8
2018,12-Jul 1am,148499.61
2018,12-Jul 2am,146124.13
2018,12-Jul 3am,143655.09
2018,12-Jul 4am,142680.06
2018,12-Jul 5am,143420.43
2018,12-Jul 6am,146649.6
2018,12-Jul 7am,149553.56
2018,12-Jul 8am,148632.55
2018,12-Jul 9am,150398.97
2018,12-Jul 10am,151586.45
2018,12-Jul 11am,151700.4
2018,12-Jul 12pm,151117.49
2018,12-Jul 1pm,149706.94
2018,12-Jul 2pm,150743.59
2018,12-Jul 3pm,152288.41
2018,12-Jul 4pm,151721.87
2018,12-Jul 5pm,150044.28
2018,12-Jul 6pm,152185.07
2018,12-Jul 7pm,160529.25
2018,12-Jul 8pm,162614.15
2018,12-Jul 9pm,160772.77
2018,12-Jul 10pm,158500.14
2018,12-Jul 11pm,154633.1
2018,13-Jul 12am,150711.35
2018,13-Jul 1am,146807.87
2018,13-Jul 2am,143897.16
2018,13-Jul 3am,141334.79
2018,13-Jul 4am,140591.53
2018,13-Jul 5am,141815.22
2018,13-Jul 6am,144927.65
2018,13-Jul 7am,146354.09
2018,13-Jul 8am,146480.61
2018,13-Jul 9am,147735.3
2018,13-Jul 10am,148069.87
2018,13-Jul 11am,147160.09
2018,13-Jul 12pm,146613.72
2018,13-Jul 1pm,145167.26
2018,13-Jul 2pm,146019.63
2018,13-Jul 3pm,146424.83
2018,13-Jul 4pm,144057.19
2018,13-Jul 5pm,142904.94
2018,13-Jul 6pm,144781.03
2018,13-Jul 7pm,153123.56
2018,13-Jul 8pm,156406.44
2018,13-Jul 9pm,155966.6
2018,13-Jul 10pm,152900.97
2018,13-Jul 11pm,149385.2
2018,14-Jul 12am,146309.09
2018,14-Jul 1am,142821.74
2018,14-Jul 2am,140123.53
2018,14-Jul 3am,138490.51
2018,14-Jul 4am,137591.61
2018,14-Jul 5am,137697.27
2018,14-Jul 6am,140406.08
2018,14-Jul 7am,142666.36
2018,14-Jul 8am,143353.85
2018,14-Jul 9am,144751.54
2018,14-Jul 10am,146074.47
2018,14-Jul 11am,147027.35
2018,14-Jul 12pm,145807.95
2018,14-Jul 1pm,143863.36
2018,14-Jul 2pm,145165.93
2018,14-Jul 3pm,146020.85
2018,14-Jul 4pm,145790.46
2018,14-Jul 5pm,144926.28
2018,14-Jul 6pm,146380.81
2018,14-Jul 7pm,155171.81
2018,14-Jul 8pm,157150.96
2018,14-Jul 9pm,156300.43
2018,14-Jul 10pm,154057.06
2018,14-Jul 11pm,151460.75
2018,15-Jul 12am,147448.16
2018,15-Jul 1am,143950.52
2018,15-Jul 2am,141139.51
2018,15-Jul 3am,139031.41
2018,15-Jul 4am,138134.15
2018,15-Jul 5am,137312.12
2018,15-Jul 6am,137616.03
2018,15-Jul 7am,138543.66
2018,15-Jul 8am,138365.04
2018,15-Jul 9am,139533.02
2018,15-Jul 10am,139744.79
2018,15-Jul 11am,139391.71
2018,15-Jul 12pm,138518.65
2018,15-Jul 1pm,138133.31
2018,15-Jul 2pm,138892.22
2018,15-Jul 3pm,139114.59
2018,15-Jul 4pm,139917.95
2018,15-Jul 5pm,139002.15
2018,15-Jul 6pm,140603.94
2018,15-Jul 7pm,149060.94
2018,15-Jul 8pm,154159.41
2018,15-Jul 9pm,154672.31
2018,15-Jul 10pm,152891.72
2018,15-Jul 11pm,149728.41
2018,16-Jul 12am,145556.37
2018,16-Jul 1am,143214.03
2018,16-Jul 2am,140970.14
2018,16-Jul 3am,138692.18
2018,16-Jul 4am,138088.03
2018,16-Jul 5am,139317.53
2018,16-Jul 6am,142198.93
2018,16-Jul 7am,144382.13
2018,16-Jul 8am,144540.43
2018,16-Jul 9am,145970.37
2018,16-Jul 10am,147122.66
2018,16-Jul 11am,146529.34
2018,16-Jul 12pm,144412.36
2018,16-Jul 1pm,142211.57
2018,16-Jul 2pm,142866.21
2018,16-Jul 3pm,142557.73
2018,16-Jul 4pm,141616.51
2018,16-Jul 5pm,141861.51
2018,16-Jul 6pm,145655.95
2018,16-Jul 7pm,154924.91
2018,16-Jul 8pm,158156.41
2018,16-Jul 9pm,157166.34
2018,16-Jul 10pm,154580.07
2018,16-Jul 11pm,150808.57
2018,17-Jul 12am,146543.61
2018,17-Jul 1am,143213.64
2018,17-Jul 2am,139783.53
2018,17-Jul 3am,137741.95
2018,17-Jul 4am,137269.2
2018,17-Jul 5am,138516.11
2018,17-Jul 6am,142103.32
2018,17-Jul 7am,145610.42
2018,17-Jul 8am,144951.15
2018,17-Jul 9am,145972.95
2018,17-Jul 10am,144858.21
2018,17-Jul 11am,144686.48
2018,17-Jul 12pm,144229.63
2018,17-Jul 1pm,143796.74
2018,17-Jul 2pm,144863.83
2018,17-Jul 3pm,145716.08
2018,17-Jul 4pm,146707.64
2018,17-Jul 5pm,147570.44
2018,17-Jul 6pm,149654.0
2018,17-Jul 7pm,158521.91
2018,17-Jul 8pm,161151.46
2018,17-Jul 9pm,160059.97
2018,17-Jul 10pm,157797.07
2018,17-Jul 11pm,153930.33
2018,18-Jul 12am,150086.76
2018,18-Jul 1am,146650.92
2018,18-Jul 2am,143794.0
2018,18-Jul 3am,142104.33
2018,18-Jul 4am,141921.27
2018,18-Jul 5am,142798.99
2018,18-Jul 6am,145898.13
2018,18-Jul 7am,148563.1
2018,18-Jul 8am,149293.8
2018,18-Jul 9am,151247.99
2018,18-Jul 10am,152443.96
2018,18-Jul 11am,152188.09
2018,18-Jul 12pm,151015.93
2018,18-Jul 1pm,149810.64
2018,18-Jul 2pm,151012.25
2018,18-Jul 3pm,151491.8
2018,18-Jul 4pm,150409.67
2018,18-Jul 5pm,149763.37
2018,18-Jul 6pm,151118.05
2018,18-Jul 7pm,159425.3
2018,18-Jul 8pm,160734.18
2018,18-Jul 9pm,158962.87
2018,18-Jul 10pm,157248.58
2018,18-Jul 11pm,154137.53
2018,19-Jul 12am,150058.87
2018,19-Jul 1am,147133.8
2018,19-Jul 2am,144753.04
2018,19-Jul 3am,143242.07
2018,19-Jul 4am,143575.99
2018,19-Jul 5am,144813.32
2018,19-Jul 6am,147815.61
2018,19-Jul 7am,149911.89
2018,19-Jul 8am,150063.82
2018,19-Jul 9am,152405.64
2018,19-Jul 10am,153921.19
2018,19-Jul 11am,153930.47
2018,19-Jul 12pm,153176.12
2018,19-Jul 1pm,151087.75
2018,19-Jul 2pm,153281.93
2018,19-Jul 3pm,154881.07
2018,19-Jul 4pm,153615.14
2018,19-Jul 5pm,151989.72
2018,19-Jul 6pm,152941.31
2018,19-Jul 7pm,160823.8
2018,19-Jul 8pm,162435.51
2018,19-Jul 9pm,162180.48
2018,19-Jul 10pm,159850.0
2018,19-Jul 11pm,156390.22
2018,20-Jul 12am,150075.03
2018,20-Jul 1am,147166.26
2018,20-Jul 2am,144739.26
2018,20-Jul 3am,143233.02
2018,20-Jul 4am,143594.46
2018,20-Jul 5am,144751.39
2018,20-Jul 6am,147722.24
2018,20-Jul 7am,149953.05
2018,20-Jul 8am,149912.68
2018,20-Jul 9am,152058.19
2018,20-Jul 10am,152329.55
2018,20-Jul 11am,151562.09
2018,20-Jul 12pm,152458.17
2018,20-Jul 1pm,151642.12
2018,20-Jul 2pm,153554.74
2018,20-Jul 3pm,154580.69
2018,20-Jul 4pm,153374.29
2018,20-Jul 5pm,150124.98
2018,20-Jul 6pm,152020.7
2018,20-Jul 7pm,158988.15
2018,20-Jul 8pm,160293.93
2018,20-Jul 9pm,158964.66
2018,20-Jul 10pm,156443.68
2018,20-Jul 11pm,152326.28
2018,21-Jul 12am,148393.51
2018,21-Jul 1am,144551.8
2018,21-Jul 2am,141629.94
2018,21-Jul 3am,139278.44
2018,21-Jul 4am,138814.6
2018,21-Jul 5am,140001.94
2018,21-Jul 6am,142058.31
2018,21-Jul 7am,143015.71
2018,21-Jul 8am,143094.2
2018,21-Jul 9am,145159.25
2018,21-Jul 10am,146756.46
2018,21-Jul 11am,147425.5
2018,21-Jul 12pm,146090.99
2018,21-Jul 1pm,143541.83
2018,21-Jul 2pm,144524.0
2018,21-Jul 3pm,145085.67
2018,21-Jul 4pm,142900.62
2018,21-Jul 5pm,141614.31
2018,21-Jul 6pm,144135.25
2018,21-Jul 7pm,153033.76
2018,21-Jul 8pm,154772.83
2018,21-Jul 9pm,152923.68
2018,21-Jul 10pm,150704.44
2018,21-Jul 11pm,147964.14
2018,22-Jul 12am,143995.78
2018,22-Jul 1am,141027.69
2018,22-Jul 2am,138261.89
2018,22-Jul 3am,135895.23
2018,22-Jul 4am,134672.84
2018,22-Jul 5am,134790.91
2018,22-Jul 6am,136058.6
2018,22-Jul 7am,137723.5
2018,22-Jul 8am,137156.53
2018,22-Jul 9am,136647.78
2018,22-Jul 10am,135704.18
2018,22-Jul 11am,134492.03
2018,22-Jul 12pm,134129.01
2018,22-Jul 1pm,133041.06
2018,22-Jul 2pm,132348.57
2018,22-Jul 3pm,132097.55
2018,22-Jul 4pm,131062.66
2018,22-Jul 5pm,131116.27
2018,22-Jul 6pm,134583.62
2018,22-Jul 7pm,143328.47
2018,22-Jul 8pm,148377.7
2018,22-Jul 9pm,148195.09
2018,22-Jul 10pm,146990.48
2018,22-Jul 11pm,142840.07
2018,23-Jul 12am,138932.33
2018,23-Jul 1am,136160.64
2018,23-Jul 2am,133606.41
2018,23-Jul 3am,131795.27
2018,23-Jul 4am,131032.84
2018,23-Jul 5am,133401.54
2018,23-Jul 6am,138467.83
2018,23-Jul 7am,142608.59
2018,23-Jul 8am,143070.88
2018,23-Jul 9am,145086.4
2018,23-Jul 10am,146742.09
2018,23-Jul 11am,146439.64
2018,23-Jul 12pm,146163.74
2018,23-Jul 1pm,144352.99
2018,23-Jul 2pm,145760.31
2018,23-Jul 3pm,146744.92
2018,23-Jul 4pm,146384.13
2018,23-Jul 5pm,145755.76
2018,23-Jul 6pm,148002.61
2018,23-Jul 7pm,155888.04
2018,23-Jul 8pm,157772.29
2018,23-Jul 9pm,157381.62
2018,23-Jul 10pm,155929.76
2018,23-Jul 11pm,152259.45
2018,24-Jul 12am,147936.72
2018,24-Jul 1am,144321.67
2018,24-Jul 2am,140708.27
2018,24-Jul 3am,138318.62
2018,24-Jul 4am,137980.11
2018,24-Jul 5am,140748.19
2018,24-Jul 6am,144555.35
2018,24-Jul 7am,147509.7
2018,24-Jul 8am,147506.75
2018,24-Jul 9am,148562.79
2018,24-Jul 10am,149723.12
2018,24-Jul 11am,149278.29
2018,24-Jul 12pm,148769.04
2018,24-Jul 1pm,147519.11
2018,24-Jul 2pm,149130.92
2018,24-Jul 3pm,150049.29
2018,24-Jul 4pm,149493.03
2018,24-Jul 5pm,150391.46
2018,24-Jul 6pm,152442.26
2018,24-Jul 7pm,160517.67
2018,24-Jul 8pm,162525.29
2018,24-Jul 9pm,161105.2
2018,24-Jul 10pm,158676.78
2018,24-Jul 11pm,154460.87
2018,25-Jul 12am,150984.22
2018,25-Jul 1am,147964.53
2018,25-Jul 2am,144881.09
2018,25-Jul 3am,142436.98
2018,25-Jul 4am,141570.73
2018,25-Jul 5am,142746.82
2018,25-Jul 6am,146018.71
2018,25-Jul 7am,147282.8
2018,25-Jul 8am,146955.86
2018,25-Jul 9am,148115.46
2018,25-Jul 10am,148110.87
2018,25-Jul 11am,147633.23
2018,25-Jul 12pm,146296.33
2018,25-Jul 1pm,143527.14
2018,25-Jul 2pm,144951.37
2018,25-Jul 3pm,145554.63
2018,25-Jul 4pm,144827.33
2018,25-Jul 5pm,144955.41
2018,25-Jul 6pm,147020.37
2018,25-Jul 7pm,154533.68
2018,25-Jul 8pm,156000.76
2018,25-Jul 9pm,154214.03
2018,25-Jul 10pm,151451.75
2018,25-Jul 11pm,147048.81
2018,26-Jul 12am,142751.57
2018,26-Jul 1am,139106.37
2018,26-Jul 2am,135842.05
2018,26-Jul 3am,133044.58
2018,26-Jul 4am,131890.24
2018,26-Jul 5am,132774.99
2018,26-Jul 6am,135982.37
2018,26-Jul 7am,139079.98
2018,26-Jul 8am,137773.69
2018,26-Jul 9am,138788.49
2018,26-Jul 10am,139788.59
2018,26-Jul 11am,139533.69
2018,26-Jul 12pm,138561.51
2018,26-Jul 1pm,137127.34
2018,26-Jul 2pm,138843.11
2018,26-Jul 3pm,139946.86
2018,26-Jul 4pm,140010.34
2018,26-Jul 5pm,139848.09
2018,26-Jul 6pm,142621.98
2018,26-Jul 7pm,151955.4
2018,26-Jul 8pm,154001.72
2018,26-Jul 9pm,152076.97
2018,26-Jul 10pm,149402.83
2018,26-Jul 11pm,144412.31
2018,27-Jul 12am,139168.26
2018,27-Jul 1am,134971.8
2018,27-Jul 2am,131466.34
2018,27-Jul 3am,129001.08
2018,27-Jul 4am,128233.67
2018,27-Jul 5am,130809.69
2018,27-Jul 6am,134952.4
2018,27-Jul 7am,139562.21
2018,27-Jul 8am,140783.66
2018,27-Jul 9am,141744.26
2018,27-Jul 10am,143064.63
2018,27-Jul 11am,143091.78
2018,27-Jul 12pm,141826.13
2018,27-Jul 1pm,139944.36
2018,27-Jul 2pm,141171.21
2018,27-Jul 3pm,141878.74
2018,27-Jul 4pm,140595.85
2018,27-Jul 5pm,140468.0
2018,27-Jul 6pm,143201.49
2018,27-Jul 7pm,150640.51
2018,27-Jul 8pm,152875.55
2018,27-Jul 9pm,151839.63
2018,27-Jul 10pm,149356.09
2018,27-Jul 11pm,144705.41
2018,28-Jul 12am,139946.83
2018,28-Jul 1am,136630.45
2018,28-Jul 2am,133558.03
2018,28-Jul 3am,131301.89
2018,28-Jul 4am,131332.87
2018,28-Jul 5am,134310.39
2018,28-Jul 6am,138758.15
2018,28-Jul 7am,141480.78
2018,28-Jul 8am,141852.86
2018,28-Jul 9am,143730.16
2018,28-Jul 10am,145074.41
2018,28-Jul 11am,144613.44
2018,28-Jul 12pm,143948.36
2018,28-Jul 1pm,142177.11
2018,28-Jul 2pm,143932.06
2018,28-Jul 3pm,145890.06
2018,28-Jul 4pm,145097.88
2018,28-Jul 5pm,144804.12
2018,28-Jul 6pm,146184.05
2018,28-Jul 7pm,155102.86
2018,28-Jul 8pm,157846.15
2018,28-Jul 9pm,156114.3
2018,28-Jul 10pm,153361.25
2018,28-Jul 11pm,150974.33
2018,29-Jul 12am,147113.31
2018,29-Jul 1am,143651.01
2018,29-Jul 2am,140469.03
2018,29-Jul 3am,138202.58
2018,29-Jul 4am,137358.65
2018,29-Jul 5am,138693.74
2018,29-Jul 6am,140784.68
2018,29-Jul 7am,142741.99
2018,29-Jul 8am,142167.07
2018,29-Jul 9am,142847.18
2018,29-Jul 10am,142369.43
2018,29-Jul 11am,141486.61
2018,29-Jul 12pm,140918.6
2018,29-Jul 1pm,140403.23
2018,29-Jul 2pm,141803.71
2018,29-Jul 3pm,141655.12
2018,29-Jul 4pm,139668.41
2018,29-Jul 5pm,137412.87
2018,29-Jul 6pm,140138.43
2018,29-Jul 7pm,150989.85
2018,29-Jul 8pm,155432.39
2018,29-Jul 9pm,154983.04
2018,29-Jul 10pm,153637.67
2018,29-Jul 11pm,150827.59
2018,30-Jul 12am,146870.53
2018,30-Jul 1am,143592.08
2018,30-Jul 2am,139777.41
2018,30-Jul 3am,137441.28
2018,30-Jul 4am,137246.1
2018,30-Jul 5am,139682.41
2018,30-Jul 6am,144113.85
2018,30-Jul 7am,147665.71
2018,30-Jul 8am,147991.86
2018,30-Jul 9am,150509.26
2018,30-Jul 10am,152412.97
2018,30-Jul 11am,153368.62
2018,30-Jul 12pm,152785.93
2018,30-Jul 1pm,151115.07
2018,30-Jul 2pm,152463.09
2018,30-Jul 3pm,153659.17
2018,30-Jul 4pm,152419.44
